Q(A^-1),I(Q)
1.557787899999999934e-02,8.738313891999999328e+01
1.602297109999999830e-02,8.016061725000000138e+01
1.648078039999999883e-02,7.393833835999998882e+01
1.695167020000000122e-02,6.824279672000000119e+01
1.743601430000000022e-02,6.287758423999999735e+01
1.793419710000000028e-02,5.784706932799999635e+01
1.844661400000000007e-02,5.332839904099999728e+01
1.897367180000000125e-02,4.930087525399999748e+01
1.951578860000000026e-02,4.522980554999999470e+01
2.007339489999999949e-02,4.155474771399999412e+01
2.064693310000000059e-02,3.781189699900000534e+01
2.123685850000000055e-02,3.492848137600000058e+01
2.184363920000000070e-02,3.241843030999999797e+01
2.246775700000000139e-02,2.983886344500000121e+01
2.310970700000000017e-02,2.742559355000000210e+01
2.376999889999999865e-02,2.503332304399999941e+01
2.444915669999999860e-02,2.298229935999999896e+01
2.514771940000000081e-02,2.109398684499999987e+01
2.586624150000000136e-02,1.923690029700000181e+01
2.660529329999999915e-02,1.757808700300000027e+01
2.736546130000000118e-02,1.606320339800000241e+01
2.814734890000000073e-02,1.460490778199999973e+01
2.895157649999999944e-02,1.326397444800000081e+01
2.977878269999999911e-02,1.206906529699999986e+01
3.062962379999999846e-02,1.092179095699999891e+01
3.150477520000000142e-02,9.883754294000000939e+00
3.240493149999999767e-02,8.951227612000000278e+00
3.333080709999999836e-02,8.081806461999999414e+00
3.428313680000000252e-02,7.301017800000000335e+00
3.526267660000000081e-02,6.603795954999999829e+00
3.627020389999999900e-02,5.991926405000000067e+00
3.730651819999999952e-02,5.367653511000000321e+00
3.837244229999999673e-02,4.880390227000000358e+00
3.946882189999999929e-02,4.443008319999999678e+00
4.059652739999999871e-02,4.021709683000000091e+00
4.175645370000000134e-02,3.629980912999999809e+00
4.294952159999999852e-02,3.309173574999999978e+00
4.417667780000000127e-02,3.016453725999999946e+00
4.543889639999999785e-02,2.741423569999999810e+00
4.673717919999999942e-02,2.519158688000000090e+00
4.807255660000000347e-02,2.289745072000000103e+00
4.944608849999999889e-02,2.111119023000000094e+00
5.085886509999999749e-02,1.950233220000000101e+00
5.231200750000000038e-02,1.785800504000000233e+00
5.380666919999999714e-02,1.660109465000000117e+00
5.534403649999999897e-02,1.542955879999999835e+00
5.692532959999999781e-02,1.434931461000000130e+00
5.855180339999999789e-02,1.331589520999999943e+00
6.022474900000000103e-02,1.246446130999999902e+00
6.194549399999999678e-02,1.180870819999999988e+00
6.371540430000000033e-02,1.105395947999999962e+00
6.553588450000000232e-02,1.037313810000000114e+00
6.740837959999999851e-02,9.710092310000000282e-01
6.933437580000000044e-02,9.304853749999999479e-01
7.131540159999999462e-02,8.795387639999999729e-01
7.335302940000000549e-02,8.297157900000000641e-01
7.544887640000000339e-02,7.947237709999999122e-01
7.760460610000000092e-02,7.508551949999999753e-01
7.982192949999999954e-02,7.062655220000000345e-01
8.210260630000000559e-02,6.709046330000000280e-01
8.444844679999999326e-02,6.282069619999999244e-01
8.686131269999999849e-02,5.931575950000000930e-01
8.934311920000000129e-02,5.590496169999998877e-01
9.189583599999999464e-02,5.270362549999999535e-01
9.452148920000000287e-02,4.956994779999999712e-01
9.722216270000000327e-02,4.623279209999999750e-01
1.000000000000000056e-01,4.345617870000000327e-01
1.019999999999999934e-01,4.147209669999999959e-01
1.039999999999999952e-01,4.024041090000000098e-01
1.059999999999999970e-01,3.830256460000000529e-01
1.079999999999999988e-01,3.616630740000000288e-01
1.100000000000000006e-01,3.437880130000000034e-01
1.120000000000000023e-01,3.387804639999999479e-01
1.140000000000000041e-01,3.197843560000000473e-01
1.160000000000000059e-01,3.097800940000000613e-01
1.179999999999999938e-01,2.962994629999999852e-01
1.199999999999999956e-01,2.821967599999999354e-01
1.219999999999999973e-01,2.713919389999999709e-01
1.239999999999999991e-01,2.613139469999999354e-01
1.260000000000000009e-01,2.499357380000000184e-01
1.280000000000000027e-01,2.351695970000000080e-01
1.300000000000000044e-01,2.290698060000000424e-01
1.320000000000000062e-01,2.190578900000000329e-01
1.340000000000000080e-01,2.117207110000000059e-01
1.360000000000000098e-01,2.083016699999999388e-01
1.380000000000000115e-01,1.942219839999999587e-01
1.400000000000000133e-01,1.900534369999999917e-01
1.419999999999999873e-01,1.799198639999999294e-01
1.439999999999999891e-01,1.770634929999999607e-01
1.459999999999999909e-01,1.684522720000000140e-01
1.479999999999999927e-01,1.602223950000000174e-01
1.499999999999999944e-01,1.565309450000000324e-01
1.519999999999999962e-01,1.560504979999999264e-01
1.539999999999999980e-01,1.501391779999999843e-01
1.559999999999999998e-01,1.445945460000000460e-01
1.580000000000000016e-01,1.387290709999999816e-01
1.600000000000000033e-01,1.351831290000000130e-01
1.620000000000000051e-01,1.286735329999999511e-01
1.640000000000000069e-01,1.242917080000000563e-01
1.660000000000000087e-01,1.215259860000000303e-01
1.680000000000000104e-01,1.194492970000000098e-01
1.700000000000000122e-01,1.146115820000000451e-01
1.719999999999999862e-01,1.112789550000000127e-01
1.739999999999999880e-01,1.098458529999999933e-01
1.759999999999999898e-01,1.057654569999999516e-01
1.779999999999999916e-01,9.868322800000001171e-02
1.799999999999999933e-01,9.629452899999996207e-02
1.819999999999999951e-01,9.592965100000000467e-02
1.839999999999999969e-01,9.099516599999996069e-02
1.859999999999999987e-01,8.741790500000001796e-02
1.880000000000000004e-01,8.944089399999999301e-02
1.900000000000000022e-01,8.669463199999999370e-02
1.920000000000000040e-01,8.261417700000001085e-02
1.940000000000000058e-01,8.204680800000002661e-02
1.960000000000000075e-01,7.617634499999997866e-02
1.980000000000000093e-01,7.719147699999995282e-02
2.000000000000000111e-01,7.266789100000003998e-02
2.020000000000000129e-01,7.253124399999999472e-02
2.039999999999999869e-01,7.313746100000001471e-02
2.059999999999999887e-01,6.940502399999998184e-02
2.079999999999999905e-01,6.876653999999998712e-02
2.099999999999999922e-01,6.490950899999997636e-02
2.119999999999999940e-01,6.622693499999998679e-02
2.139999999999999958e-01,6.267079700000000031e-02
2.159999999999999976e-01,6.212993599999999672e-02
2.179999999999999993e-01,5.833859499999999310e-02
2.200000000000000011e-01,6.159585000000000754e-02
2.220000000000000029e-01,5.774277599999999566e-02
2.240000000000000047e-01,5.877539100000001016e-02
2.260000000000000064e-01,5.590868900000001140e-02
2.280000000000000082e-01,5.788414499999999796e-02
2.300000000000000100e-01,5.360648000000001190e-02
2.320000000000000118e-01,5.182681799999999672e-02
2.340000000000000135e-01,5.310967899999996522e-02
2.359999999999999876e-01,5.223505900000002811e-02
2.379999999999999893e-01,5.200112500000003690e-02
2.399999999999999911e-01,4.944784899999998817e-02
2.419999999999999929e-01,5.144554299999998248e-02
2.439999999999999947e-01,5.142831100000000433e-02
2.459999999999999964e-01,4.536327200000001003e-02
2.479999999999999982e-01,4.676360400000001416e-02
2.500000000000000000e-01,4.856942100000000151e-02
2.520000000000000018e-01,4.695654999999998580e-02
2.540000000000000036e-01,4.718838499999999936e-02
2.560000000000000053e-01,4.509971699999998362e-02
2.580000000000000071e-01,4.464039400000002766e-02
2.600000000000000089e-01,4.404237799999999314e-02
2.620000000000000107e-01,4.473108999999997337e-02
2.640000000000000124e-01,4.419884099999998872e-02
2.660000000000000142e-01,4.456736900000002333e-02
2.680000000000000160e-01,4.286292400000002445e-02
2.700000000000000178e-01,4.312702299999998656e-02
2.720000000000000195e-01,4.118199799999999744e-02
2.740000000000000213e-01,3.994595700000003191e-02
2.760000000000000231e-01,4.140556900000003093e-02
2.780000000000000249e-01,4.029994999999997329e-02
2.800000000000000266e-01,4.066808999999999008e-02
2.819999999999999729e-01,4.098010900000004231e-02
2.839999999999999747e-01,3.885148499999996341e-02
2.859999999999999765e-01,3.974344000000001875e-02
2.879999999999999782e-01,3.511473500000000803e-02
2.899999999999999800e-01,3.673602400000003376e-02
2.919999999999999818e-01,3.685649800000001530e-02
2.939999999999999836e-01,3.488155100000001063e-02
2.959999999999999853e-01,3.749070999999998266e-02
2.979999999999999871e-01,3.799908499999998801e-02
2.999999999999999889e-01,3.660471300000001094e-02
3.039999999999999925e-01,3.529863599999999435e-02
3.079999999999999960e-01,3.360817300000001895e-02
3.119999999999999996e-01,3.355291099999996307e-02
3.160000000000000031e-01,3.538826600000000155e-02
3.200000000000000067e-01,3.315799499999999567e-02
3.240000000000000102e-01,3.210806799999998962e-02
3.280000000000000138e-01,3.132539400000000640e-02
3.320000000000000173e-01,3.040989600000004733e-02
3.360000000000000209e-01,3.091139799999997884e-02
3.400000000000000244e-01,3.052699100000000332e-02
3.439999999999999725e-01,2.962582699999999347e-02
3.479999999999999760e-01,2.827287099999997722e-02
3.519999999999999796e-01,2.852100200000001751e-02
3.559999999999999831e-01,2.655913100000001359e-02
3.599999999999999867e-01,2.731595900000000077e-02
3.639999999999999902e-01,2.725247599999996995e-02
3.679999999999999938e-01,2.504979099999998793e-02
3.719999999999999973e-01,2.611796799999999141e-02
3.760000000000000009e-01,2.491514200000000123e-02
3.800000000000000044e-01,2.394765799999998279e-02
3.840000000000000080e-01,2.310773799999998879e-02
3.880000000000000115e-01,2.293395600000003309e-02
3.920000000000000151e-01,2.266777800000002729e-02
3.960000000000000187e-01,2.076686799999999389e-02
4.000000000000000222e-01,2.087764300000000128e-02
4.040000000000000258e-01,2.018570400000002651e-02
4.079999999999999738e-01,1.924761799999996637e-02
4.119999999999999774e-01,1.793409699999998219e-02
4.159999999999999809e-01,1.965471800000001545e-02
4.199999999999999845e-01,1.873205599999999693e-02
4.239999999999999880e-01,2.027592700000002690e-02
4.279999999999999916e-01,1.889846299999997647e-02
4.319999999999999951e-01,1.746028300000002087e-02
4.359999999999999987e-01,1.689280800000003691e-02
4.400000000000000022e-01,1.818007100000001985e-02
4.440000000000000058e-01,1.618834600000002011e-02
4.480000000000000093e-01,1.783344700000000227e-02
4.520000000000000129e-01,1.880084400000003875e-02
4.560000000000000164e-01,1.653391700000000908e-02
4.600000000000000200e-01,1.742248600000001479e-02
4.640000000000000235e-01,1.676945600000001591e-02
4.680000000000000271e-01,1.708238700000003218e-02
4.719999999999999751e-01,1.776593400000003875e-02
4.759999999999999787e-01,1.832286999999999111e-02
4.799999999999999822e-01,2.076027099999999681e-02
4.839999999999999858e-01,2.261945700000000947e-02
4.879999999999999893e-01,2.240814400000001871e-02
4.919999999999999929e-01,2.169073999999998614e-02
4.959999999999999964e-01,2.079448100000003130e-02
5.000000000000000000e-01,2.037757400000000940e-02
5.040000000000000036e-01,2.026308799999998467e-02
5.080000000000000071e-01,2.085634400000002664e-02
5.120000000000000107e-01,1.935826000000001601e-02
5.160000000000000142e-01,1.980838200000001326e-02
5.200000000000000178e-01,1.999468500000001203e-02
5.240000000000000213e-01,2.064130499999999868e-02
5.280000000000000249e-01,2.078168499999999419e-02
5.320000000000000284e-01,2.188721199999998923e-02
5.360000000000000320e-01,2.103070799999995355e-02
5.400000000000000355e-01,2.119474599999998654e-02
5.440000000000000391e-01,2.254710300000001277e-02
5.480000000000000426e-01,2.369026800000001431e-02
5.520000000000000462e-01,2.005185999999997692e-02
5.560000000000000497e-01,2.318698299999999435e-02
5.600000000000000533e-01,2.380225099999999649e-02
5.639999999999999458e-01,2.317419200000003787e-02
5.679999999999999494e-01,2.435260099999997374e-02
5.719999999999999529e-01,2.341571700000000256e-02
5.759999999999999565e-01,2.508288400000002749e-02
5.799999999999999600e-01,2.602106599999998160e-02
5.839999999999999636e-01,2.437918500000002542e-02
5.879999999999999671e-01,2.326658600000003352e-02
5.919999999999999707e-01,2.645898299999999148e-02
5.959999999999999742e-01,2.494228600000003571e-02
5.999999999999999778e-01,2.677951800000000215e-02
6.039999999999999813e-01,3.349756500000000692e-02
6.079999999999999849e-01,3.009224799999998812e-02
6.119999999999999885e-01,2.982422200000001133e-02
6.159999999999999920e-01,2.990801499999995450e-02
6.199999999999999956e-01,2.884161099999998923e-02
6.239999999999999991e-01,2.839280899999996333e-02
6.280000000000000027e-01,3.002046799999996685e-02
6.320000000000000062e-01,2.943132799999997884e-02
6.360000000000000098e-01,2.891970199999999158e-02
6.400000000000000133e-01,3.029222499999995044e-02
6.440000000000000169e-01,3.055253699999999073e-02
6.480000000000000204e-01,3.133525599999997802e-02
6.520000000000000240e-01,3.043960300000003727e-02
6.560000000000000275e-01,3.003854699999997102e-02
6.600000000000000311e-01,3.165565600000003199e-02
6.640000000000000346e-01,3.234702200000000305e-02
6.680000000000000382e-01,3.484542200000001477e-02
6.720000000000000417e-01,3.057416899999998439e-02
6.760000000000000453e-01,3.270236100000001311e-02
6.800000000000000488e-01,3.066878200000000554e-02
6.840000000000000524e-01,3.455358199999997160e-02
6.879999999999999449e-01,3.307079900000003958e-02
6.919999999999999485e-01,3.335256100000000279e-02
6.959999999999999520e-01,3.453850600000002435e-02
6.999999999999999556e-01,3.378882199999999614e-02
7.039999999999999591e-01,3.379414500000005317e-02
7.079999999999999627e-01,3.316599000000003405e-02
7.119999999999999662e-01,3.466535400000003708e-02
7.159999999999999698e-01,3.506965899999997527e-02
7.199999999999999734e-01,3.677182699999997917e-02
7.239999999999999769e-01,3.504049599999997655e-02
7.279999999999999805e-01,3.803629000000002813e-02
7.319999999999999840e-01,3.501366599999999885e-02
7.359999999999999876e-01,3.566647499999997528e-02
7.399999999999999911e-01,3.849299499999997431e-02
7.439999999999999947e-01,3.649741299999997857e-02
7.479999999999999982e-01,3.497815700000000971e-02
7.520000000000000018e-01,3.606238900000002801e-02
7.560000000000000053e-01,3.457415499999999531e-02
7.600000000000000089e-01,3.594196799999999081e-02
7.640000000000000124e-01,3.420283299999998805e-02
7.680000000000000160e-01,3.644900000000000917e-02
7.720000000000000195e-01,3.345715000000004657e-02
7.760000000000000231e-01,3.570011100000003434e-02
7.800000000000000266e-01,3.537826199999999366e-02
7.840000000000000302e-01,3.513358599999999443e-02
7.880000000000000338e-01,3.574436899999999806e-02
7.920000000000000373e-01,3.496759900000001586e-02
7.960000000000000409e-01,3.489548000000003425e-02
8.000000000000000444e-01,3.293610899999999120e-02
8.040000000000000480e-01,3.576987599999997824e-02
8.080000000000000515e-01,3.321102900000000302e-02
8.120000000000000551e-01,3.231750300000002518e-02
8.159999999999999476e-01,3.196252399999999216e-02
8.199999999999999512e-01,3.332230299999999756e-02
8.199999999999999512e-01,3.250136250395244814e-02
8.239999999999999547e-01,3.337751100000002635e-02
8.249999999999999556e-01,3.418798318490311877e-02
8.279999999999999583e-01,3.250863500000000794e-02
8.299999999999999600e-01,3.419591500529996914e-02
8.319999999999999618e-01,3.210759700000004324e-02
8.349999999999999645e-01,3.301294445430062729e-02
8.359999999999999654e-01,3.137881999999997396e-02
8.399999999999999689e-01,3.138727200000002160e-02
8.399999999999999689e-01,3.224357826609085265e-02
8.439999999999999725e-01,3.272387299999995891e-02
8.449999999999999734e-01,3.147192366833437976e-02
8.479999999999999760e-01,3.145902200000000315e-02
8.499999999999999778e-01,3.076391859085333969e-02
8.519999999999999796e-01,3.017140700000003894e-02
8.549999999999999822e-01,3.116700274164424522e-02
8.559999999999999831e-01,3.374931600000002918e-02
8.599999999999999867e-01,3.024775594825745637e-02
8.599999999999999867e-01,3.200493600000003935e-02
8.649999999999999911e-01,3.170653814685137073e-02
8.699999999999999956e-01,2.998770926347765070e-02
8.750000000000000000e-01,2.910184528779629493e-02
8.800000000000000044e-01,2.910855111739180101e-02
8.850000000000000089e-01,2.795910449185850730e-02
8.900000000000000133e-01,2.813785036740392917e-02
8.950000000000000178e-01,2.771716880198244956e-02
9.000000000000000222e-01,2.842363293873937519e-02
9.050000000000000266e-01,2.782226579706199507e-02
9.100000000000000311e-01,2.700963300088589022e-02
9.150000000000000355e-01,2.754699294272621585e-02
9.200000000000000400e-01,2.686775405782532503e-02
9.250000000000000444e-01,2.629244749798258229e-02
9.300000000000000488e-01,2.629360299737388412e-02
9.350000000000000533e-01,2.587392282977487440e-02
9.399999999999999467e-01,2.554111316738632426e-02
9.449999999999999512e-01,2.587636404150957595e-02
9.499999999999999556e-01,2.494831744133136492e-02
9.549999999999999600e-01,2.557822230945558384e-02
9.599999999999999645e-01,2.465860576725836459e-02
9.649999999999999689e-01,2.485666978748686182e-02
9.699999999999999734e-01,2.435743640290585765e-02
9.749999999999999778e-01,2.386101727729821390e-02
9.799999999999999822e-01,2.398973361748960031e-02
9.849999999999999867e-01,2.420748763021141059e-02
9.899999999999999911e-01,2.375000924889368939e-02
9.949999999999999956e-01,2.334616416069817610e-02
1.000000000000000000e+00,2.344835284162265915e-02
1.004999999999999893e+00,2.370618273272999399e-02
1.010000000000000009e+00,2.220267502135452736e-02
1.014999999999999902e+00,2.324426351752038183e-02
1.020000000000000018e+00,2.266744152979636995e-02
1.024999999999999911e+00,2.280841737819183299e-02
1.030000000000000027e+00,2.237009989148858527e-02
1.034999999999999920e+00,2.321427420776955852e-02
1.040000000000000036e+00,2.262611389788573776e-02
1.044999999999999929e+00,2.224883512553680123e-02
1.050000000000000044e+00,2.258936458435406580e-02
1.054999999999999938e+00,2.254449928818092960e-02
1.060000000000000053e+00,2.272583945251810053e-02
1.064999999999999947e+00,2.211636754785299697e-02
1.070000000000000062e+00,2.157731466271951490e-02
1.074999999999999956e+00,2.288484038675395529e-02
1.080000000000000071e+00,2.285517552240120751e-02
1.084999999999999964e+00,2.215185613713424942e-02
1.090000000000000080e+00,2.241803342561120987e-02
1.094999999999999973e+00,2.246577517612092026e-02
1.100000000000000089e+00,2.207109984343204323e-02
1.104999999999999982e+00,2.308101818079084933e-02
1.110000000000000098e+00,2.310889414757377400e-02
1.114999999999999991e+00,2.298474460625049218e-02
1.120000000000000107e+00,2.374738202579550553e-02
1.125000000000000000e+00,2.290514835977253486e-02
1.129999999999999893e+00,2.293716610295158664e-02
1.135000000000000009e+00,2.283761783883831234e-02
1.139999999999999902e+00,2.358162666012350583e-02
1.145000000000000018e+00,2.358066556809487041e-02
1.149999999999999911e+00,2.411593235734635701e-02
1.155000000000000027e+00,2.372415256989698906e-02
1.159999999999999920e+00,2.364952805433237493e-02
1.165000000000000036e+00,2.350778397200916151e-02
1.169999999999999929e+00,2.428836251740250710e-02
1.175000000000000044e+00,2.430202910511708794e-02
1.179999999999999938e+00,2.453640112416881347e-02
1.185000000000000053e+00,2.483788233992053479e-02
1.189999999999999947e+00,2.595754585744557488e-02
1.195000000000000062e+00,2.578045794186328149e-02
1.199999999999999956e+00,2.566846830620582443e-02
1.205000000000000071e+00,2.523810320509977528e-02
1.209999999999999964e+00,2.541257671647568009e-02
1.215000000000000080e+00,2.552976974765561180e-02
1.219999999999999973e+00,2.624902566398320744e-02
1.225000000000000089e+00,2.671091361908864079e-02
1.229999999999999982e+00,2.704364731767479671e-02
1.235000000000000098e+00,2.757755587913733944e-02
1.239999999999999991e+00,2.697338997110419398e-02
1.245000000000000107e+00,2.730103252068109138e-02
1.250000000000000000e+00,2.756082592615137147e-02
1.254999999999999893e+00,2.749255140973945119e-02
1.260000000000000009e+00,2.820751017370930203e-02
1.264999999999999902e+00,2.839234814630085466e-02
1.270000000000000018e+00,2.888029883221687050e-02
1.274999999999999911e+00,2.881905561531036830e-02
1.280000000000000027e+00,2.930498576403541000e-02
1.284999999999999920e+00,3.030561852607708412e-02
1.290000000000000036e+00,3.047073784483277092e-02
1.294999999999999929e+00,2.919749955744257303e-02
1.300000000000000044e+00,3.004360570318472673e-02
1.304999999999999938e+00,3.042311446291909999e-02
1.310000000000000053e+00,3.140118200254740644e-02
1.314999999999999947e+00,3.150699880463067593e-02
1.320000000000000062e+00,3.195010633382390497e-02
1.324999999999999956e+00,3.205514425705188741e-02
1.330000000000000071e+00,3.221221196249333257e-02
1.334999999999999964e+00,3.173309634156777637e-02
1.340000000000000080e+00,3.170212734864719800e-02
1.344999999999999973e+00,3.252344862966093791e-02
1.350000000000000089e+00,3.206780682319419068e-02
1.354999999999999982e+00,3.285481925276811932e-02
1.360000000000000098e+00,3.251822124556924543e-02
1.364999999999999991e+00,3.250156810598079510e-02
1.370000000000000107e+00,3.276454586906816374e-02
1.375000000000000000e+00,3.202900478780796450e-02
1.379999999999999893e+00,3.264016603748088469e-02
1.385000000000000009e+00,3.265914564348144228e-02
1.389999999999999902e+00,3.240703067914613850e-02
1.395000000000000018e+00,3.286104656038481980e-02
1.399999999999999911e+00,3.299205345909887732e-02
1.405000000000000027e+00,3.312187394815069991e-02
1.409999999999999920e+00,3.342807956267242891e-02
1.415000000000000036e+00,3.378706007934944439e-02
1.419999999999999929e+00,3.363809581252669156e-02
1.425000000000000044e+00,3.465219070970702864e-02
1.429999999999999938e+00,3.470490396623727991e-02
1.435000000000000053e+00,3.480897090215171602e-02
1.439999999999999947e+00,3.446353618074822489e-02
1.445000000000000062e+00,3.436517817446347461e-02
1.449999999999999956e+00,3.489484263328953423e-02
1.455000000000000071e+00,3.404920353999157934e-02
1.459999999999999964e+00,3.461080568014703041e-02
1.465000000000000080e+00,3.430453152328655220e-02
1.469999999999999973e+00,3.356317886131102851e-02
1.475000000000000089e+00,3.369185849399401050e-02
1.479999999999999982e+00,3.440942011767145897e-02
1.485000000000000098e+00,3.301795771542434532e-02
1.489999999999999991e+00,3.332036921288625969e-02
1.495000000000000107e+00,3.397630717594297273e-02
1.500000000000000000e+00,3.355967093287905156e-02
1.504999999999999893e+00,3.343237344158995344e-02
1.510000000000000009e+00,3.484726792818072794e-02
1.514999999999999902e+00,3.450417534072365566e-02
1.520000000000000018e+00,3.335104257167989528e-02
1.524999999999999911e+00,3.419624487311420657e-02
1.530000000000000027e+00,3.436191090635414697e-02
1.534999999999999920e+00,3.512469133275477468e-02
1.540000000000000036e+00,3.369012556975222589e-02
1.544999999999999929e+00,3.561534927863045652e-02
1.550000000000000044e+00,3.491032153241700048e-02
1.554999999999999938e+00,3.435484804688752197e-02
1.560000000000000053e+00,3.561278335132420092e-02
1.564999999999999947e+00,3.562886059033582714e-02
1.570000000000000062e+00,3.602376911190754288e-02
1.574999999999999956e+00,3.585930797951860510e-02
1.580000000000000071e+00,3.635939523222173064e-02
1.584999999999999964e+00,3.607727001811374817e-02
1.590000000000000080e+00,3.707191980611099918e-02
1.594999999999999973e+00,3.553671814726409167e-02
1.600000000000000089e+00,3.650733936015226194e-02
1.604999999999999982e+00,3.760656953939676278e-02
1.610000000000000098e+00,3.793401880607510240e-02
