Q(A^-1),I(Q)
4.400000000000000022e-01,5.007993200000004919e-02
4.440000000000000058e-01,5.114158499999998941e-02
4.480000000000000093e-01,4.775315099999999369e-02
4.520000000000000129e-01,4.682041800000003029e-02
4.560000000000000164e-01,4.832956199999999258e-02
4.600000000000000200e-01,4.731242499999999129e-02
4.640000000000000235e-01,4.855964100000004224e-02
4.680000000000000271e-01,4.907959099999997798e-02
4.719999999999999751e-01,4.917198999999999875e-02
4.759999999999999787e-01,4.570244599999995216e-02
4.799999999999999822e-01,4.731457299999997090e-02
4.839999999999999858e-01,4.692422600000001331e-02
4.879999999999999893e-01,4.728589399999999499e-02
4.919999999999999929e-01,4.929822099999997542e-02
4.959999999999999964e-01,4.697422499999998058e-02
5.000000000000000000e-01,4.960564900000002941e-02
5.040000000000000036e-01,4.601745800000001108e-02
5.080000000000000071e-01,4.670122300000001392e-02
5.120000000000000107e-01,4.489629000000000536e-02
5.160000000000000142e-01,4.488398900000001301e-02
5.200000000000000178e-01,4.692180799999995378e-02
5.240000000000000213e-01,4.651949399999999457e-02
5.280000000000000249e-01,4.567270299999998118e-02
5.320000000000000284e-01,4.699520499999998435e-02
5.360000000000000320e-01,4.430111700000000097e-02
5.400000000000000355e-01,4.379482200000001102e-02
5.440000000000000391e-01,4.593004100000003254e-02
5.480000000000000426e-01,4.562394200000002842e-02
5.520000000000000462e-01,4.503408599999997319e-02
5.560000000000000497e-01,4.244784699999998301e-02
5.600000000000000533e-01,4.412786800000001453e-02
5.639999999999999458e-01,4.596770399999999812e-02
5.679999999999999494e-01,4.368206299999999320e-02
5.719999999999999529e-01,4.334546200000000127e-02
5.759999999999999565e-01,4.295669500000004470e-02
5.799999999999999600e-01,4.259542599999999180e-02
5.839999999999999636e-01,4.333502900000002489e-02
5.879999999999999671e-01,4.024461699999998254e-02
5.919999999999999707e-01,3.896762399999997850e-02
5.959999999999999742e-01,4.182052099999999939e-02
5.999999999999999778e-01,4.280132199999997500e-02
6.039999999999999813e-01,4.003778099999999451e-02
6.079999999999999849e-01,4.215048699999995874e-02
6.119999999999999885e-01,3.745286300000000290e-02
6.159999999999999920e-01,4.084252999999998801e-02
6.199999999999999956e-01,3.798988300000000207e-02
6.239999999999999991e-01,3.808200600000000158e-02
6.280000000000000027e-01,3.814613299999997098e-02
6.320000000000000062e-01,3.713197599999995546e-02
6.360000000000000098e-01,3.874178799999999923e-02
6.400000000000000133e-01,3.609485000000001165e-02
6.440000000000000169e-01,3.674565600000001542e-02
6.480000000000000204e-01,3.663811499999997112e-02
6.520000000000000240e-01,3.374237400000001941e-02
6.560000000000000275e-01,3.524911599999996925e-02
6.600000000000000311e-01,3.479987900000003354e-02
6.640000000000000346e-01,3.493906499999999138e-02
6.680000000000000382e-01,3.392790600000000767e-02
6.720000000000000417e-01,3.184502999999999640e-02
6.760000000000000453e-01,3.391909600000003744e-02
6.800000000000000488e-01,3.126399899999998677e-02
6.840000000000000524e-01,3.063986700000004282e-02
6.879999999999999449e-01,3.210866099999998280e-02
6.919999999999999485e-01,2.993444200000000555e-02
6.959999999999999520e-01,2.718048699999997542e-02
6.999999999999999556e-01,2.942667700000001219e-02
7.039999999999999591e-01,2.784550299999999368e-02
7.079999999999999627e-01,2.790999999999999037e-02
7.119999999999999662e-01,2.727838499999996058e-02
7.159999999999999698e-01,2.560015799999998398e-02
7.199999999999999734e-01,2.856907600000002656e-02
7.239999999999999769e-01,2.744979100000000116e-02
7.279999999999999805e-01,3.141674799999999435e-02
7.319999999999999840e-01,2.587943100000000829e-02
7.359999999999999876e-01,2.808779000000000137e-02
7.399999999999999911e-01,2.547861099999998435e-02
7.439999999999999947e-01,2.576681899999999636e-02
7.479999999999999982e-01,2.469088399999996852e-02
7.520000000000000018e-01,2.248158699999996957e-02
7.560000000000000053e-01,2.395421999999997054e-02
7.600000000000000089e-01,2.268789700000001242e-02
7.640000000000000124e-01,2.305454800000000803e-02
7.680000000000000160e-01,2.315242800000000267e-02
7.720000000000000195e-01,2.522869199999999701e-02
7.760000000000000231e-01,2.107937599999998302e-02
7.800000000000000266e-01,2.071054599999999635e-02
7.840000000000000302e-01,2.322789600000002563e-02
7.880000000000000338e-01,2.198885999999999896e-02
7.920000000000000373e-01,2.307129000000002206e-02
7.960000000000000409e-01,2.009556900000003532e-02
8.000000000000000444e-01,2.194520499999996765e-02
8.040000000000000480e-01,2.203810699999997347e-02
8.080000000000000515e-01,1.922321299999996125e-02
8.120000000000000551e-01,1.863783899999998939e-02
8.159999999999999476e-01,1.876310100000000425e-02
8.199999999999999512e-01,1.847120106853653021e-02
8.199999999999999512e-01,2.301538600000002655e-02
8.239999999999999547e-01,1.925129399999997437e-02
8.249999999999999556e-01,1.945393211878370526e-02
8.279999999999999583e-01,1.691891200000000817e-02
8.299999999999999600e-01,1.955705925963626898e-02
8.319999999999999618e-01,1.866894800000001853e-02
8.349999999999999645e-01,1.987597047470522280e-02
8.359999999999999654e-01,1.788466199999999562e-02
8.399999999999999689e-01,1.890428999999999027e-02
8.399999999999999689e-01,1.893880715722169941e-02
8.439999999999999725e-01,1.690245200000001224e-02
8.449999999999999734e-01,1.878056319069856817e-02
8.479999999999999760e-01,1.559818099999998875e-02
8.499999999999999778e-01,1.881313448822585430e-02
8.519999999999999796e-01,1.659870200000002072e-02
8.549999999999999822e-01,1.725944794626985829e-02
8.559999999999999831e-01,2.162233799999996320e-02
8.599999999999999867e-01,1.951763600000000487e-02
8.599999999999999867e-01,1.648126693228593037e-02
8.649999999999999911e-01,1.608022979941639910e-02
8.699999999999999956e-01,1.627448294928598993e-02
8.750000000000000000e-01,1.699515819524156576e-02
8.800000000000000044e-01,1.591492339202113179e-02
8.850000000000000089e-01,1.615388459811863825e-02
8.900000000000000133e-01,1.582840680511640383e-02
8.950000000000000178e-01,1.548956539083873492e-02
9.000000000000000222e-01,1.534582000911565748e-02
9.050000000000000266e-01,1.483258876500216823e-02
9.100000000000000311e-01,1.450363040655736069e-02
9.150000000000000355e-01,1.527679222391350837e-02
9.200000000000000400e-01,1.479309377525559084e-02
9.250000000000000444e-01,1.515207206476130303e-02
9.300000000000000488e-01,1.505379290073397512e-02
9.350000000000000533e-01,1.528392245543140453e-02
9.399999999999999467e-01,1.436281494793884353e-02
9.449999999999999512e-01,1.401746841165115234e-02
9.499999999999999556e-01,1.425322358733147055e-02
9.549999999999999600e-01,1.384622017124217605e-02
9.599999999999999645e-01,1.465178815039113423e-02
9.649999999999999689e-01,1.358053429749893522e-02
9.699999999999999734e-01,1.397133855201653820e-02
9.749999999999999778e-01,1.335412247296387245e-02
9.799999999999999822e-01,1.420228164003704829e-02
9.849999999999999867e-01,1.333550445000321501e-02
9.899999999999999911e-01,1.365851101761509506e-02
9.949999999999999956e-01,1.284267944354592489e-02
1.000000000000000000e+00,1.304523030518125321e-02
1.004999999999999893e+00,1.237359349075978047e-02
1.010000000000000009e+00,1.220529513466737589e-02
1.014999999999999902e+00,1.212865223823240621e-02
1.020000000000000018e+00,1.254018327192367964e-02
1.024999999999999911e+00,1.292380994401180760e-02
1.030000000000000027e+00,1.238507346633983645e-02
1.034999999999999920e+00,1.307401592239299665e-02
1.040000000000000036e+00,1.223251065216220471e-02
1.044999999999999929e+00,1.323869159194769433e-02
1.050000000000000044e+00,1.327282321366681644e-02
1.054999999999999938e+00,1.276657951030690276e-02
1.060000000000000053e+00,1.274676240184608074e-02
1.064999999999999947e+00,1.276482654674715618e-02
1.070000000000000062e+00,1.230757362778170556e-02
1.074999999999999956e+00,1.262572447106596364e-02
1.080000000000000071e+00,1.199361867227709093e-02
1.084999999999999964e+00,1.133930142220474988e-02
1.090000000000000080e+00,1.217146591619542272e-02
1.094999999999999973e+00,1.199377469330289471e-02
1.100000000000000089e+00,1.206510884160218004e-02
1.104999999999999982e+00,1.141573303969256256e-02
1.110000000000000098e+00,1.246641873212893208e-02
1.114999999999999991e+00,1.125557967842203029e-02
1.120000000000000107e+00,1.141666476800044100e-02
1.125000000000000000e+00,1.214733761889020235e-02
1.129999999999999893e+00,1.072328611487334202e-02
1.135000000000000009e+00,1.124255081760954129e-02
1.139999999999999902e+00,1.102185888293187935e-02
1.145000000000000018e+00,1.187415594545071680e-02
1.149999999999999911e+00,1.205042402051705736e-02
1.155000000000000027e+00,1.092044913548843865e-02
1.159999999999999920e+00,1.200702517825688598e-02
1.165000000000000036e+00,1.157167820832675532e-02
1.169999999999999929e+00,1.089947951768880513e-02
1.175000000000000044e+00,1.183748416835687586e-02
1.179999999999999938e+00,9.905582607509401741e-03
1.185000000000000053e+00,1.141503977495052224e-02
1.189999999999999947e+00,1.105177855219727570e-02
1.195000000000000062e+00,1.050369095309091477e-02
1.199999999999999956e+00,1.073024357708826995e-02
1.205000000000000071e+00,1.002214371240167483e-02
1.209999999999999964e+00,1.057250171707941992e-02
1.215000000000000080e+00,1.070715513132256165e-02
1.219999999999999973e+00,1.189181861022131810e-02
1.225000000000000089e+00,1.109031672540036241e-02
1.229999999999999982e+00,1.092533452819280729e-02
1.235000000000000098e+00,1.153467023520333458e-02
1.239999999999999991e+00,1.033760738006019031e-02
1.245000000000000107e+00,1.140048543092017121e-02
1.250000000000000000e+00,1.187588010653100982e-02
1.254999999999999893e+00,1.150309291944416092e-02
1.260000000000000009e+00,1.109275251736078528e-02
1.264999999999999902e+00,1.077557430463951631e-02
1.270000000000000018e+00,1.124266584523306474e-02
1.274999999999999911e+00,1.160795247018842243e-02
1.280000000000000027e+00,1.043056544552161367e-02
1.284999999999999920e+00,1.158698314861679457e-02
1.290000000000000036e+00,1.057080806748642195e-02
1.294999999999999929e+00,9.940384091956045234e-03
1.300000000000000044e+00,1.062672701030746743e-02
1.304999999999999938e+00,1.084696653641990284e-02
1.310000000000000053e+00,1.105009839237312309e-02
1.314999999999999947e+00,1.013820403241232938e-02
1.320000000000000062e+00,1.146194889660358610e-02
1.324999999999999956e+00,1.125931600259012268e-02
1.330000000000000071e+00,1.209469960660498541e-02
1.334999999999999964e+00,1.222860581981747435e-02
1.340000000000000080e+00,1.152846683283737482e-02
1.344999999999999973e+00,1.296765962254990516e-02
1.350000000000000089e+00,1.129620935825194523e-02
1.354999999999999982e+00,1.301637233996946232e-02
1.360000000000000098e+00,1.182394388124049373e-02
1.364999999999999991e+00,1.060325116663614516e-02
1.370000000000000107e+00,1.098995384782218941e-02
1.375000000000000000e+00,1.124303446683876800e-02
1.379999999999999893e+00,1.268781974556820735e-02
1.385000000000000009e+00,1.092970229659132562e-02
1.389999999999999902e+00,1.043935396156287290e-02
1.395000000000000018e+00,1.025417053928399588e-02
1.399999999999999911e+00,1.309960665191881903e-02
1.405000000000000027e+00,1.187086049974138240e-02
1.409999999999999920e+00,1.094343378750903609e-02
